"latitude","longitude","year","month","country","basisOfRecord","latitude_moved","longitude_moved","dist_moved","GulfofPiran_seaway","GulfofPiran_geodesic","Koster_seaway","Koster_geodesic","Laeso_seaway","Laeso_geodesic","Plymouth_seaway","Plymouth_geodesic","Toralla_seaway","Toralla_geodesic"
50.360006,-4.109476,1999,11,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,4991,1422,1505,1359,1453,1260,0,3,1011,972
50.309809,-4.049668,1999,11,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.25,-4.04999999999999,6.66,4985,1414,1494,1366,1442,1265,13,15,1005,963
50.359609,-4.179758,1999,11,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,4991,1427,1505,1363,1453,1263,0,2,1011,970
50.359609,-4.179758,1999,11,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,4991,1427,1505,1363,1453,1263,0,2,1011,970
50.359609,-4.179758,1999,11,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,4991,1427,1505,1363,1453,1263,0,2,1011,970
53.46838,-10.069057,1998,9,"Ireland","HUMAN_OBSERVATION",53.45,-10.15,5.74,5249,1919,1691,1444,1686,1409,707,536,1273,1252
51.741745,-5.239456,1998,11,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,5102,1543,1787,1301,1735,1222,297,171,1120,1091
51.73817,-5.271072,1998,11,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,5102,1545,1787,1303,1735,1224,297,171,1120,1090
51.739251,-5.232034,1998,11,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,5102,1543,1787,1301,1735,1221,297,170,1120,1091
51.741425,-5.251024,1998,11,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,5102,1544,1787,1302,1735,1222,297,171,1120,1091
51.739251,-5.232034,1998,11,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,5102,1543,1787,1301,1735,1221,297,170,1120,1091
51.742262,-5.220658,1998,11,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,5102,1542,1787,1300,1735,1220,297,170,1120,1091
51.741745,-5.239456,1998,11,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,5102,1543,1787,1301,1735,1222,297,171,1120,1091
50.309809,-4.049668,1998,12,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.25,-4.04999999999999,6.66,4985,1414,1494,1366,1442,1265,13,15,1005,963
50.33967,-4.139494,1998,12,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,4991,1423,1505,1363,1453,1263,0,3,1011,969
50.359609,-4.179758,1998,12,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,4991,1427,1505,1363,1453,1263,0,2,1011,970
50.359609,-4.179758,1998,12,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,4991,1427,1505,1363,1453,1263,0,2,1011,970
50.359609,-4.179758,1998,12,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,4991,1427,1505,1363,1453,1263,0,2,1011,970
50.359609,-4.179758,1998,12,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,4991,1427,1505,1363,1453,1263,0,2,1011,970
50.309635,-4.059492,1998,12,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.25,-4.04999999999999,6.67,4985,1414,1494,1366,1442,1265,13,15,1005,963
50.359609,-4.179758,1998,12,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,4991,1427,1505,1363,1453,1263,0,2,1011,970
50.359609,-4.179758,1998,12,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,4991,1427,1505,1363,1453,1263,0,2,1011,970
50.359609,-4.179758,1998,12,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,4991,1427,1505,1363,1453,1263,0,2,1011,970
50.359609,-4.179758,1998,12,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,4991,1427,1505,1363,1453,1263,0,2,1011,970
50.359609,-4.179758,1998,12,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,4991,1427,1505,1363,1453,1263,0,2,1011,970
50.359609,-4.179758,1998,12,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,4991,1427,1505,1363,1453,1263,0,2,1011,970
50.359609,-4.179758,1998,12,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,4991,1427,1505,1363,1453,1263,0,2,1011,970
50.359609,-4.179758,1998,12,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,4991,1427,1505,1363,1453,1263,0,2,1011,970
50.359609,-4.179758,1998,12,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,4991,1427,1505,1363,1453,1263,0,2,1011,970
50.360323,-4.189633,1998,12,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,4991,1427,1505,1363,1453,1264,0,3,1011,970
50.359609,-4.179758,1998,12,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,4991,1427,1505,1363,1453,1263,0,2,1011,970
50.359609,-4.179758,1998,12,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,4991,1427,1505,1363,1453,1263,0,2,1011,970
50.359609,-4.179758,1998,12,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,4991,1427,1505,1363,1453,1263,0,2,1011,970
50.384454,-4.197779,1997,1,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,4991,1429,1505,1361,1453,1262,0,4,1011,972
50.384454,-4.197779,1997,1,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,4991,1429,1505,1361,1453,1262,0,4,1011,972
50.384454,-4.197779,1997,1,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,4991,1429,1505,1361,1453,1262,0,4,1011,972
51.716686,-4.89015,1997,4,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",51.65,-4.74999999999999,12.19,5102,1508,1781,1284,1729,1201,292,149,1121,1091
53.21733,-4.183667,1997,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",53.25,-4.04999999999999,9.62,5336,1535,1663,1129,1658,1061,531,321,1354,1275
53.21733,-4.183667,1997,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",53.25,-4.04999999999999,9.62,5336,1535,1663,1129,1658,1061,531,321,1354,1275
53.21733,-4.183667,1997,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",53.25,-4.04999999999999,9.62,5336,1535,1663,1129,1658,1061,531,321,1354,1275
53.21733,-4.183667,1997,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",53.25,-4.04999999999999,9.62,5336,1535,1663,1129,1658,1061,531,321,1354,1275
53.21733,-4.183667,1997,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",53.25,-4.04999999999999,9.62,5336,1535,1663,1129,1658,1061,531,321,1354,1275
49.888947,-6.332152,1997,10,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,4878,1565,1666,1503,1614,1412,177,165,897,872
51.689447,-5.111264,1996,3,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,5092,1533,1777,1299,1725,1218,287,162,1111,1088
51.937732,-5.209914,1996,3,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,5123,1549,1787,1284,1757,1207,319,190,1142,1113
51.755698,-5.189731,1996,3,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",51.75,-5.24999999999999,4.2,5102,1544,1787,1301,1735,1222,297,172,1120,1092
51.737954,-5.246428,1996,3,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,5102,1544,1787,1302,1735,1222,297,171,1120,1090
51.734341,-5.2143,1996,3,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,5102,1541,1787,1300,1735,1221,297,169,1120,1091
51.950191,-5.181693,1996,3,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",51.95,-5.24999999999999,4.69,5123,1552,1787,1286,1757,1208,319,192,1142,1113
50.876605,-1.380965,1996,5,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,5153,1258,1287,1194,1235,1082,236,204,1173,1115
51.384539,1.077684,1996,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",51.45,1.05000000000001,7.54,5392,1134,1050,1044,999,919,497,385,1412,1268
50.799669,-0.145992,1996,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,5210,1174,1198,1150,1146,1029,314,288,1230,1159
51.696634,-4.972814,1996,10,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",51.65,-5.04999999999999,7.44,5094,1528,1778,1299,1726,1217,288,156,1112,1085
51.700298,-4.97016,1996,10,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",51.65,-5.04999999999999,7.86,5094,1528,1778,1299,1726,1217,288,156,1112,1085
51.701567,-4.919582,1996,10,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",51.65,-5.04999999999999,10.68,5094,1528,1778,1299,1726,1217,288,156,1112,1085
51.699719,-5.028018,1996,10,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,5094,1528,1778,1294,1726,1213,288,160,1112,1091
51.718624,-4.884482,1996,10,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",51.65,-4.74999999999999,12.02,5102,1508,1781,1284,1729,1201,292,149,1121,1091
51.684888,-4.974938,1996,10,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",51.65,-5.04999999999999,6.48,5094,1528,1778,1299,1726,1217,288,156,1112,1085
51.695111,-4.997318,1996,10,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",51.65,-5.04999999999999,6.2,5094,1528,1778,1299,1726,1217,288,156,1112,1085
51.715788,-4.890093,1996,10,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",51.65,-4.74999999999999,12.13,5102,1508,1781,1284,1729,1201,292,149,1121,1091
51.765858,-4.938227,1996,10,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",51.65,-5.04999999999999,15.03,5094,1528,1778,1299,1726,1217,288,156,1112,1085
51.702277,-4.963052,1996,10,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",51.65,-5.04999999999999,8.36,5094,1528,1778,1299,1726,1217,288,156,1112,1085
51.73396,-4.882562,1996,10,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",51.65,-4.74999999999999,13.08,5102,1508,1781,1284,1729,1201,292,149,1121,1091
51.693244,-5.069555,1996,10,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,5094,1530,1778,1296,1726,1215,288,161,1112,1089
51.734716,-4.888404,1996,10,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",51.65,-4.74999999999999,13.42,5102,1508,1781,1284,1729,1201,292,149,1121,1091
51.707456,-4.935886,1996,10,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",51.65,-5.04999999999999,10.15,5094,1528,1778,1299,1726,1217,288,156,1112,1085
51.70477,-5.041384,1996,10,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",51.65,-5.04999999999999,6.13,5094,1528,1778,1299,1726,1217,288,156,1112,1085
51.701779,-4.947097,1996,10,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",51.65,-5.04999999999999,9.15,5094,1528,1778,1299,1726,1217,288,156,1112,1085
51.739211,-5.23348,1996,11,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,5102,1543,1787,1301,1735,1221,297,170,1120,1091
50.685803,-1.983669,1995,12,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.65,-1.84999999999999,10.24,5112,1279,1322,1234,1270,1123,190,167,1132,1076
50.684003,-1.975177,1995,12,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.65,-1.84999999999999,9.61,5112,1279,1322,1234,1270,1123,190,167,1132,1076
50.685803,-1.983669,1995,12,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.65,-1.84999999999999,10.24,5112,1279,1322,1234,1270,1123,190,167,1132,1076
50.684003,-1.976592,1995,12,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.65,-1.84999999999999,9.7,5112,1279,1322,1234,1270,1123,190,167,1132,1076
50.685803,-1.983669,1995,12,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.65,-1.84999999999999,10.24,5112,1279,1322,1234,1270,1123,190,167,1132,1076
50.384454,-4.197779,1994,1,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,4991,1429,1505,1361,1453,1262,0,4,1011,972
50.384454,-4.197779,1994,1,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,4991,1429,1505,1361,1453,1262,0,4,1011,972
50.384454,-4.197779,1994,1,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,4991,1429,1505,1361,1453,1262,0,4,1011,972
50.384454,-4.197779,1994,1,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,4991,1429,1505,1361,1453,1262,0,4,1011,972
50.873885,-1.376738,1994,5,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,5153,1257,1287,1194,1235,1082,236,205,1173,1115
50.876605,-1.380965,1994,5,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,5153,1258,1287,1194,1235,1082,236,204,1173,1115
50.876605,-1.380965,1994,5,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,5153,1258,1287,1194,1235,1082,236,204,1173,1115
50.876605,-1.380965,1994,5,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,5153,1258,1287,1194,1235,1082,236,204,1173,1115
50.877504,-1.380954,1994,5,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,5153,1258,1287,1194,1235,1082,236,204,1173,1115
50.875691,-1.378135,1994,5,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,5153,1257,1287,1194,1235,1082,236,204,1173,1115
50.87659,-1.378123,1994,5,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,5153,1257,1287,1194,1235,1082,236,205,1173,1115
50.876605,-1.380965,1994,5,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,5153,1258,1287,1194,1235,1082,236,204,1173,1115
50.828422,-1.289311,1994,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.85,-1.34999999999999,4.9,5153,1254,1287,1195,1235,1082,236,206,1173,1114
50.829339,-1.292137,1994,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.85,-1.34999999999999,4.67,5153,1254,1287,1195,1235,1082,236,206,1173,1114
50.825733,-1.290772,1994,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.85,-1.34999999999999,4.96,5153,1254,1287,1195,1235,1082,236,206,1173,1114
50.006027,-5.160275,1994,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",49.95,-5.14999999999999,6.28,4918,1483,1576,1442,1524,1345,87,85,938,903
51.738234,-5.236307,1994,11,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,5102,1543,1787,1301,1735,1222,297,170,1120,1091
51.398575,0.729232,1993,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",51.45,0.75000000000001,5.9,5413,1152,1063,1055,1012,933,518,365,1433,1254
51.396612,0.697486,1993,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",51.45,0.75000000000001,6.97,5413,1152,1063,1055,1012,933,518,365,1433,1254
51.396612,0.697486,1993,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",51.45,0.75000000000001,6.97,5413,1152,1063,1055,1012,933,518,365,1433,1254
51.398575,0.729232,1993,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",51.45,0.75000000000001,5.9,5413,1152,1063,1055,1012,933,518,365,1433,1254
51.411379,0.681097,1993,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",51.45,0.75000000000001,6.43,5413,1152,1063,1055,1012,933,518,365,1433,1254
51.396612,0.697486,1993,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",51.45,0.75000000000001,6.97,5413,1152,1063,1055,1012,933,518,365,1433,1254
51.411102,0.653755,1993,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",51.45,0.75000000000001,7.96,5413,1152,1063,1055,1012,933,518,365,1433,1254
51.704883,-5.037049,1993,10,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",51.65,-5.04999999999999,6.17,5094,1528,1778,1299,1726,1217,288,156,1112,1085
51.698612,-4.965707,1993,10,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",51.65,-5.04999999999999,7.95,5094,1528,1778,1299,1726,1217,288,156,1112,1085
51.704883,-5.037049,1993,10,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",51.65,-5.04999999999999,6.17,5094,1528,1778,1299,1726,1217,288,156,1112,1085
51.695772,-4.97131,1993,10,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",51.65,-5.04999999999999,7.45,5094,1528,1778,1299,1726,1217,288,156,1112,1085
51.695148,-4.995873,1993,10,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",51.65,-5.04999999999999,6.26,5094,1528,1778,1299,1726,1217,288,156,1112,1085
51.739251,-5.232034,1993,10,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,5102,1543,1787,1301,1735,1221,297,170,1120,1091
51.695772,-4.97131,1993,10,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",51.65,-5.04999999999999,7.45,5094,1528,1778,1299,1726,1217,288,156,1112,1085
51.701415,-4.961548,1993,10,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",51.65,-5.04999999999999,8.37,5094,1528,1778,1299,1726,1217,288,156,1112,1085
51.695148,-4.995873,1993,10,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",51.65,-5.04999999999999,6.26,5094,1528,1778,1299,1726,1217,288,156,1112,1085
51.694142,-5.069616,1993,10,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,5094,1530,1778,1296,1726,1215,288,161,1112,1089
51.695148,-4.995873,1993,10,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",51.65,-5.04999999999999,6.26,5094,1528,1778,1299,1726,1217,288,156,1112,1085
51.733278,-5.285204,1993,10,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,5102,1546,1787,1304,1735,1225,297,171,1120,1089
51.698612,-4.965707,1993,10,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",51.65,-5.04999999999999,7.95,5094,1528,1778,1299,1726,1217,288,156,1112,1085
51.701415,-4.961548,1993,10,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",51.65,-5.04999999999999,8.37,5094,1528,1778,1299,1726,1217,288,156,1112,1085
51.701415,-4.961548,1993,10,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",51.65,-5.04999999999999,8.37,5094,1528,1778,1299,1726,1217,288,156,1112,1085
51.738892,-5.245047,1993,10,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,5102,1544,1787,1302,1735,1222,297,171,1120,1091
50.876605,-1.380965,1992,5,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,5153,1258,1287,1194,1235,1082,236,204,1173,1115
54.716559,-1.162493,1992,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,5817,1463,918,879,889,817,922,525,1837,1496
54.716559,-1.162493,1992,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,5817,1463,918,879,889,817,922,525,1837,1496
54.716559,-1.162493,1992,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,5817,1463,918,879,889,817,922,525,1837,1496
54.430143,-1.353322,1992,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",54.65,-1.14999999999999,27.77,5813,1458,924,883,895,819,918,518,1833,1490
54.716559,-1.162493,1992,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,5817,1463,918,879,889,817,922,525,1837,1496
50.359286,-4.148812,1992,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,4991,1424,1505,1361,1453,1262,0,1,1011,971
50.356407,-4.158523,1992,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,4991,1425,1505,1362,1453,1262,0,1,1011,971
50.422144,-4.202339,1992,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.35,-4.24999999999999,8.71,4988,1431,1512,1367,1460,1268,7,7,1007,967
50.399571,-4.206921,1992,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,4988,1430,1512,1361,1460,1262,7,5,1007,974
50.391537,-4.203734,1992,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,4988,1429,1512,1361,1460,1262,7,4,1007,973
50.422144,-4.202339,1992,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.35,-4.24999999999999,8.71,4988,1431,1512,1367,1460,1268,7,7,1007,967
50.425766,-4.201099,1992,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.35,-4.24999999999999,9.12,4988,1431,1512,1367,1460,1268,7,7,1007,967
50.405969,-4.201589,1992,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.35,-4.24999999999999,7.12,4988,1431,1512,1367,1460,1268,7,7,1007,967
50.356407,-4.158523,1992,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,4991,1425,1505,1362,1453,1262,0,1,1011,971
50.402294,-4.20564,1992,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.35,-4.24999999999999,6.62,4988,1431,1512,1367,1460,1268,7,7,1007,967
50.399571,-4.206921,1992,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,4988,1430,1512,1361,1460,1262,7,5,1007,974
50.428515,-4.198411,1992,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.35,-4.14999999999999,9.39,4991,1424,1505,1362,1453,1263,0,2,1011,970
50.402294,-4.20564,1992,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.35,-4.24999999999999,6.62,4988,1431,1512,1367,1460,1268,7,7,1007,967
50.388921,-4.199392,1992,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,4991,1429,1505,1361,1453,1262,0,4,1011,973
50.41855,-4.202172,1992,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.35,-4.24999999999999,8.35,4988,1431,1512,1367,1460,1268,7,7,1007,967
50.405969,-4.201589,1992,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.35,-4.24999999999999,7.12,4988,1431,1512,1367,1460,1268,7,7,1007,967
50.404118,-4.204318,1992,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.35,-4.24999999999999,6.84,4988,1431,1512,1367,1460,1268,7,7,1007,967
50.391537,-4.203734,1992,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,4988,1429,1512,1361,1460,1262,7,4,1007,973
50.425766,-4.201099,1992,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.35,-4.24999999999999,9.12,4988,1431,1512,1367,1460,1268,7,7,1007,967
50.359156,-4.155836,1992,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,4991,1425,1505,1362,1453,1262,0,1,1011,971
50.35767,-4.138897,1992,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,4991,1424,1505,1361,1453,1261,0,2,1011,971
50.428515,-4.198411,1992,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.35,-4.14999999999999,9.39,4991,1424,1505,1362,1453,1263,0,2,1011,970
50.35767,-4.138897,1992,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,4991,1424,1505,1361,1453,1261,0,2,1011,971
50.388921,-4.199392,1992,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,4991,1429,1505,1361,1453,1262,0,4,1011,973
50.359156,-4.155836,1992,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,4991,1425,1505,1362,1453,1262,0,1,1011,971
50.359286,-4.148812,1992,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,4991,1424,1505,1361,1453,1262,0,1,1011,971
50.41855,-4.202172,1992,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.35,-4.24999999999999,8.35,4988,1431,1512,1367,1460,1268,7,7,1007,967
50.385432,-4.193604,1992,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,4991,1428,1505,1361,1453,1262,0,3,1011,973
50.414928,-4.203412,1992,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.35,-4.24999999999999,7.95,4988,1431,1512,1367,1460,1268,7,7,1007,967
50.414928,-4.203412,1992,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.35,-4.24999999999999,7.95,4988,1431,1512,1367,1460,1268,7,7,1007,967
