"latitude","longitude","year","month","country","basisOfRecord","latitude_moved","longitude_moved","dist_moved","Laeso_seaway","Laeso_geodesic","Limfjord_seaway","Limfjord_geodesic","RavennaM_seaway","RavennaM_geodesic","SWC_seaway","SWC_geodesic"
58.838432,-3.177208,2009,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,905,862,802,756,5967,1918,922,883
58.838432,-3.177208,2009,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,905,862,802,756,5967,1918,922,883
58.83933,-3.177238,2009,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,905,862,802,756,5967,1918,922,883
58.838432,-3.177208,2009,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,905,862,802,756,5967,1918,922,883
50.615523,-3.421884,2009,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1391,1205,1223,1077,5015,1367,1418,1259
56.523265,-5.356312,2009,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",56.55,-5.44999999999999,6.48,1349,1011,1247,887,5603,1835,1367,1045
58.841992,-3.180794,2009,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,905,862,802,756,5967,1918,922,883
56.529171,-5.337314,2009,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",56.45,-5.24999999999999,10.32,1366,1002,1263,877,5619,1818,1383,1036
58.838432,-3.177208,2009,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,905,862,802,756,5967,1918,922,883
58.83933,-3.177238,2009,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,905,862,802,756,5967,1918,922,883
56.529171,-5.337314,2009,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",56.45,-5.24999999999999,10.32,1366,1002,1263,877,5619,1818,1383,1036
56.529171,-5.337314,2009,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",56.45,-5.24999999999999,10.32,1366,1002,1263,877,5619,1818,1383,1036
56.523265,-5.356312,2009,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",56.55,-5.44999999999999,6.48,1349,1011,1247,887,5603,1835,1367,1045
58.841992,-3.180794,2009,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,905,862,802,756,5967,1918,922,883
58.83933,-3.177238,2009,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,905,862,802,756,5967,1918,922,883
58.83933,-3.177238,2009,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,905,862,802,756,5967,1918,922,883
51.33309,3.20069,2009,7,"Belgium","HUMAN_OBSERVATION",51.35,3.15000000000001,4,930,837,760,728,5431,1029,956,896
51.65,3.75,2009,8,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,882,786,712,679,5484,1024,909,845
56.502239,-5.499132,2009,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1349,1015,1247,891,5603,1834,1367,1050
56.502239,-5.499132,2009,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1349,1015,1247,891,5603,1834,1367,1050
56.502239,-5.499132,2009,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1349,1015,1247,891,5603,1834,1367,1050
51.33313,3.20217,2009,8,"Belgium","HUMAN_OBSERVATION",51.35,3.15000000000001,4.09,930,837,760,728,5431,1029,956,896
60.674531,-0.884488,2009,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,842,788,740,711,6181,2007,860,793
60.674516,-0.882658,2009,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,842,788,740,711,6181,2007,860,793
60.674531,-0.884488,2009,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,842,788,740,711,6181,2007,860,793
60.674516,-0.882658,2009,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,842,788,740,711,6181,2007,860,793
60.674516,-0.882658,2009,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,842,788,740,711,6181,2007,860,793
60.674516,-0.882658,2009,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,842,788,740,711,6181,2007,860,793
60.674531,-0.884488,2009,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,842,788,740,711,6181,2007,860,793
60.674516,-0.882658,2009,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,842,788,740,711,6181,2007,860,793
60.674531,-0.884488,2009,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,842,788,740,711,6181,2007,860,793
60.674531,-0.884488,2009,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,842,788,740,711,6181,2007,860,793
50.791707,-1.114651,2009,10,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1217,1076,1049,952,5124,1231,1243,1132
51.35533,3.178,2009,10,"Belgium","HUMAN_OBSERVATION",NA,NA,NA,930,836,760,727,5431,1028,956,894
51.3119,3.20172,2009,10,"Belgium","HUMAN_OBSERVATION",51.35,3.15000000000001,5.56,930,837,760,728,5431,1029,956,896
51.29507,3.20707,2009,10,"Belgium","HUMAN_OBSERVATION",51.35,3.15000000000001,7.29,930,837,760,728,5431,1029,956,896
51.26749,3.21419,2009,10,"Belgium","HUMAN_OBSERVATION",51.35,3.15000000000001,10.21,930,837,760,728,5431,1029,956,896
51.26749,3.21419,2009,10,"Belgium","HUMAN_OBSERVATION",51.35,3.15000000000001,10.21,930,837,760,728,5431,1029,956,896
51.26749,3.21419,2009,10,"Belgium","HUMAN_OBSERVATION",51.35,3.15000000000001,10.21,930,837,760,728,5431,1029,956,896
51.32488,3.22663,2009,10,"Belgium","HUMAN_OBSERVATION",51.35,3.15000000000001,6.02,930,837,760,728,5431,1029,956,896
51.29495,3.26305,2009,10,"Belgium","HUMAN_OBSERVATION",51.35,3.15000000000001,9.97,930,837,760,728,5431,1029,956,896
51.624695,0.808531,2009,11,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",51.55,0.85000000000001,8.8,999,920,832,800,5377,1164,1026,977
51.864883,1.259293,2009,11,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",51.95,1.25000000000001,9.5,964,869,796,748,5396,1171,990,926
51.758702,0.845828,2009,11,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",51.75,0.95000000000001,7.24,982,899,815,778,5383,1172,1009,956
57.376252,-5.681913,2008,4,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",57.35,-5.74999999999999,5.02,1175,1016,1072,896,5700,1906,1192,1045
57.376349,-5.678594,2008,4,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",57.35,-5.74999999999999,5.19,1175,1016,1072,896,5700,1906,1192,1045
57.376252,-5.681913,2008,4,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",57.35,-5.74999999999999,5.02,1175,1016,1072,896,5700,1906,1192,1045
57.376349,-5.678594,2008,4,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",57.35,-5.74999999999999,5.19,1175,1016,1072,896,5700,1906,1192,1045
57.376252,-5.681913,2008,4,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",57.35,-5.74999999999999,5.02,1175,1016,1072,896,5700,1906,1192,1045
57.376349,-5.678594,2008,4,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",57.35,-5.74999999999999,5.19,1175,1016,1072,896,5700,1906,1192,1045
60.632542,-1.02669,2008,5,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",60.65,-0.94999999999999,4.61,848,790,745,712,6180,2007,865,795
60.67224,-0.933982,2008,5,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,848,790,745,713,6180,2009,865,795
60.67224,-0.933982,2008,5,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,848,790,745,713,6180,2009,865,795
60.632542,-1.02669,2008,5,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",60.65,-0.94999999999999,4.61,848,790,745,712,6180,2007,865,795
60.67224,-0.933982,2008,5,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,848,790,745,713,6180,2009,865,795
60.632542,-1.02669,2008,5,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",60.65,-0.94999999999999,4.61,848,790,745,712,6180,2007,865,795
60.632542,-1.02669,2008,5,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",60.65,-0.94999999999999,4.61,848,790,745,712,6180,2007,865,795
60.632542,-1.02669,2008,5,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",60.65,-0.94999999999999,4.61,848,790,745,712,6180,2007,865,795
60.632542,-1.02669,2008,5,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",60.65,-0.94999999999999,4.61,848,790,745,712,6180,2007,865,795
60.67224,-0.933982,2008,5,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,848,790,745,713,6180,2009,865,795
60.67224,-0.933982,2008,5,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,848,790,745,713,6180,2009,865,795
60.632542,-1.02669,2008,5,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",60.65,-0.94999999999999,4.61,848,790,745,712,6180,2007,865,795
60.632542,-1.02669,2008,5,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",60.65,-0.94999999999999,4.61,848,790,745,712,6180,2007,865,795
60.632542,-1.02669,2008,5,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",60.65,-0.94999999999999,4.61,848,790,745,712,6180,2007,865,795
60.632542,-1.02669,2008,5,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",60.65,-0.94999999999999,4.61,848,790,745,712,6180,2007,865,795
59.007107,-2.982746,2008,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,900,853,797,749,5996,1925,917,872
60.634148,-1.001049,2008,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",60.65,-0.94999999999999,3.3,848,790,745,712,6180,2007,865,795
60.634148,-1.001049,2008,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",60.65,-0.94999999999999,3.3,848,790,745,712,6180,2007,865,795
59.007107,-2.982746,2008,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,900,853,797,749,5996,1925,917,872
59.007107,-2.982746,2008,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,900,853,797,749,5996,1925,917,872
60.634148,-1.001049,2008,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",60.65,-0.94999999999999,3.3,848,790,745,712,6180,2007,865,795
60.634148,-1.001049,2008,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",60.65,-0.94999999999999,3.3,848,790,745,712,6180,2007,865,795
60.634148,-1.001049,2008,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",60.65,-0.94999999999999,3.3,848,790,745,712,6180,2007,865,795
59.007107,-2.982746,2008,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,900,853,797,749,5996,1925,917,872
59.007107,-2.982746,2008,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,900,853,797,749,5996,1925,917,872
60.679708,-0.970348,2008,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,848,793,745,715,6180,2010,865,798
60.679708,-0.970348,2008,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,848,793,745,715,6180,2010,865,798
60.679708,-0.970348,2008,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,848,793,745,715,6180,2010,865,798
60.679708,-0.970348,2008,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,848,793,745,715,6180,2010,865,798
57.013698,-5.720128,2008,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",57.05,-5.84999999999999,8.84,1206,1026,1104,905,5662,1889,1223,1057
57.013698,-5.720128,2008,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",57.05,-5.84999999999999,8.84,1206,1026,1104,905,5662,1889,1223,1057
57.013698,-5.720128,2008,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",57.05,-5.84999999999999,8.84,1206,1026,1104,905,5662,1889,1223,1057
60.679708,-0.970348,2008,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,848,793,745,715,6180,2010,865,798
51.29418,3.20668,2008,7,"Belgium","HUMAN_OBSERVATION",51.35,3.15000000000001,7.36,930,837,760,728,5431,1029,956,896
60.621443,-0.983169,2008,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,848,791,745,712,6180,2005,865,796
60.621443,-0.983169,2008,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,848,791,745,712,6180,2005,865,796
60.620504,-0.977717,2008,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,848,790,745,712,6180,2005,865,796
60.620504,-0.977717,2008,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,848,790,745,712,6180,2005,865,796
60.621443,-0.983169,2008,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,848,791,745,712,6180,2005,865,796
60.620504,-0.977717,2008,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,848,790,745,712,6180,2005,865,796
60.621443,-0.983169,2008,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,848,791,745,712,6180,2005,865,796
60.620504,-0.977717,2008,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,848,790,745,712,6180,2005,865,796
56.518916,-5.817835,2008,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",56.55,-5.94999999999999,8.82,1263,1042,1160,918,5609,1859,1280,1075
60.621443,-0.983169,2008,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,848,791,745,712,6180,2005,865,796
60.620504,-0.977717,2008,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,848,790,745,712,6180,2005,865,796
56.518916,-5.817835,2008,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",56.55,-5.94999999999999,8.82,1263,1042,1160,918,5609,1859,1280,1075
56.518916,-5.817835,2008,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",56.55,-5.94999999999999,8.82,1263,1042,1160,918,5609,1859,1280,1075
58.015304,-5.396774,2007,4,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",58.05,-5.44999999999999,4.98,1083,992,980,878,5783,1946,1100,1018
58.015304,-5.396774,2007,4,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",58.05,-5.44999999999999,4.98,1083,992,980,878,5783,1946,1100,1018
58.015304,-5.396774,2007,4,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",58.05,-5.44999999999999,4.98,1083,992,980,878,5783,1946,1100,1018
58.012614,-5.396519,2007,5,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",58.05,-5.44999999999999,5.22,1083,992,980,878,5783,1946,1100,1018
60.436762,-1.152463,2007,5,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,851,792,748,710,6153,1993,868,799
58.015304,-5.396774,2007,5,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",58.05,-5.44999999999999,4.98,1083,992,980,878,5783,1946,1100,1018
60.436762,-1.152463,2007,5,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,851,792,748,710,6153,1993,868,799
60.436762,-1.152463,2007,5,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,851,792,748,710,6153,1993,868,799
58.012614,-5.396519,2007,5,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",58.05,-5.44999999999999,5.22,1083,992,980,878,5783,1946,1100,1018
60.436762,-1.152463,2007,5,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,851,792,748,710,6153,1993,868,799
60.435841,-1.148854,2007,5,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,851,791,748,710,6153,1993,868,798
60.435841,-1.148854,2007,5,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,851,791,748,710,6153,1993,868,798
58.015304,-5.396774,2007,5,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",58.05,-5.44999999999999,4.98,1083,992,980,878,5783,1946,1100,1018
60.435841,-1.148854,2007,5,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,851,791,748,710,6153,1993,868,798
60.435841,-1.148854,2007,5,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,851,791,748,710,6153,1993,868,798
60.435841,-1.148854,2007,5,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,851,791,748,710,6153,1993,868,798
60.436762,-1.152463,2007,5,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,851,792,748,710,6153,1993,868,799
60.436762,-1.152463,2007,5,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,851,792,748,710,6153,1993,868,799
60.436762,-1.152463,2007,5,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,851,792,748,710,6153,1993,868,799
60.435841,-1.148854,2007,5,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,851,791,748,710,6153,1993,868,798
60.435841,-1.148854,2007,5,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,851,791,748,710,6153,1993,868,798
60.436762,-1.152463,2007,5,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,851,792,748,710,6153,1993,868,799
60.436762,-1.152463,2007,5,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,851,792,748,710,6153,1993,868,799
60.436762,-1.152463,2007,5,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,851,792,748,710,6153,1993,868,799
60.435841,-1.148854,2007,5,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,851,791,748,710,6153,1993,868,798
58.012614,-5.396519,2007,5,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",58.05,-5.44999999999999,5.22,1083,992,980,878,5783,1946,1100,1018
60.436762,-1.152463,2007,5,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,851,792,748,710,6153,1993,868,799
60.436762,-1.152463,2007,5,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,851,792,748,710,6153,1993,868,799
60.435841,-1.148854,2007,5,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,851,791,748,710,6153,1993,868,798
60.436762,-1.152463,2007,5,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,851,792,748,710,6153,1993,868,799
60.435841,-1.148854,2007,5,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,851,791,748,710,6153,1993,868,798
60.436762,-1.152463,2007,5,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,851,792,748,710,6153,1993,868,799
58.015304,-5.396774,2007,5,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",58.05,-5.44999999999999,4.98,1083,992,980,878,5783,1946,1100,1018
60.436762,-1.152463,2007,5,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,851,792,748,710,6153,1993,868,799
60.323249,-1.416124,2007,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,872,801,770,717,6132,1990,890,809
60.323249,-1.416124,2007,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,872,801,770,717,6132,1990,890,809
60.323249,-1.416124,2007,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,872,801,770,717,6132,1990,890,809
60.324147,-1.416108,2007,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,872,801,770,717,6132,1990,890,809
60.324147,-1.416108,2007,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,872,801,770,717,6132,1990,890,809
60.323249,-1.416124,2007,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,872,801,770,717,6132,1990,890,809
60.324147,-1.416108,2007,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,872,801,770,717,6132,1990,890,809
60.324147,-1.416108,2007,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,872,801,770,717,6132,1990,890,809
60.323249,-1.416124,2007,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,872,801,770,717,6132,1990,890,809
60.324147,-1.416108,2007,6,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,872,801,770,717,6132,1990,890,809
56.424801,-5.503365,2007,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1336,1018,1234,893,5591,1829,1354,1052
56.424801,-5.503365,2007,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1336,1018,1234,893,5591,1829,1354,1052
56.424801,-5.503365,2007,7,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1336,1018,1234,893,5591,1829,1354,1052
60.646592,-0.984205,2007,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,848,792,745,714,6180,2008,865,797
56.505066,-5.494515,2007,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1349,1015,1247,891,5603,1834,1367,1049
56.505066,-5.494515,2007,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1349,1015,1247,891,5603,1834,1367,1049
60.646592,-0.984205,2007,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,848,792,745,714,6180,2008,865,797
60.646592,-0.984205,2007,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,848,792,745,714,6180,2008,865,797
56.505066,-5.494515,2007,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1349,1015,1247,891,5603,1834,1367,1049
60.646592,-0.984205,2007,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,848,792,745,714,6180,2008,865,797
60.646592,-0.984205,2007,8,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,848,792,745,714,6180,2008,865,797
60.593888,-1.02055,2007,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",60.55,-0.94999999999999,6.23,844,786,741,707,6169,1998,861,792
60.593888,-1.02055,2007,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",60.55,-0.94999999999999,6.23,844,786,741,707,6169,1998,861,792
60.593888,-1.02055,2007,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",60.55,-0.94999999999999,6.23,844,786,741,707,6169,1998,861,792
60.593888,-1.02055,2007,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",60.55,-0.94999999999999,6.23,844,786,741,707,6169,1998,861,792
60.593888,-1.02055,2007,9,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",60.55,-0.94999999999999,6.23,844,786,741,707,6169,1998,861,792
56.444361,-5.479196,2007,10,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1340,1016,1238,891,5592,1829,1358,1050
56.522061,-5.36759,2007,10,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",56.55,-5.44999999999999,5.94,1349,1011,1247,887,5603,1835,1367,1045
56.521164,-5.367511,2007,10,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",56.55,-5.44999999999999,6,1349,1011,1247,887,5603,1835,1367,1045
56.444361,-5.479196,2007,10,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1340,1016,1238,891,5592,1829,1358,1050
56.521164,-5.367511,2007,10,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",56.55,-5.44999999999999,6,1349,1011,1247,887,5603,1835,1367,1045
56.522061,-5.36759,2007,10,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",56.55,-5.44999999999999,5.94,1349,1011,1247,887,5603,1835,1367,1045
56.522061,-5.36759,2007,10,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",56.55,-5.44999999999999,5.94,1349,1011,1247,887,5603,1835,1367,1045
56.444361,-5.479196,2007,10,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1340,1016,1238,891,5592,1829,1358,1050
56.521164,-5.367511,2007,10,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",56.55,-5.44999999999999,6,1349,1011,1247,887,5603,1835,1367,1045
53.30141,-6.133267,2006,1,"Ireland","HUMAN_OBSERVATION",NA,NA,NA,1636,1179,1533,1046,5237,1667,1653,1225
50.714129,-1.980118,2006,2,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",50.65,-1.84999999999999,11.63,1270,1123,1102,998,5079,1269,1297,1179
50.361856,-4.131352,2006,2,"United Kingdom of Great Britain and Northern Ireland","HUMAN_OBSERVATION",NA,NA,NA,1453,1261,1285,1133,4958,1403,1479,1315
