"latitude","longitude","year","month","country","basisOfRecord","latitude_moved","longitude_moved","dist_moved","Gdynia_seaway","Gdynia_geodesic","TZS_seaway","TZS_geodesic"
52.2,4.9,2024,9,"Netherlands","HUMAN_OBSERVATION",52.45,4.55000000000001,36.63,1427,961,1857,1416
51.95,5.65,2024,9,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,NA,NA,NA,NA
51.7,4.7,2024,9,"Netherlands","HUMAN_OBSERVATION",51.45,4.25000000000001,41.76,1554,1022,1984,1509
51.7,4.7,2024,9,"Netherlands","HUMAN_OBSERVATION",51.45,4.25000000000001,41.76,1554,1022,1984,1509
51.7,4.7,2024,9,"Netherlands","HUMAN_OBSERVATION",51.45,4.25000000000001,41.76,1554,1022,1984,1509
51.7,4.7,2024,9,"Netherlands","HUMAN_OBSERVATION",51.45,4.25000000000001,41.76,1554,1022,1984,1509
52.45,5,2024,9,"Netherlands","HUMAN_OBSERVATION",52.75,4.65000000000001,40.93,1393,944,1823,1389
52.45,5,2024,9,"Netherlands","HUMAN_OBSERVATION",52.75,4.65000000000001,40.93,1393,944,1823,1389
51.75,4.8,2024,9,"Netherlands","HUMAN_OBSERVATION",52.25,4.35000000000001,63.63,1452,981,1881,1441
51.8,5.85,2024,9,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,NA,NA,NA,NA
51.9,5.95,2024,9,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,NA,NA,NA,NA
51.9,5.95,2024,9,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,NA,NA,NA,NA
51.85,5.85,2024,9,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,NA,NA,NA,NA
51.95,5.85,2024,9,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,NA,NA,NA,NA
51.95,5.85,2024,9,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,NA,NA,NA,NA
51.95,5.85,2024,9,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,NA,NA,NA,NA
52.45,4.8,2024,9,"Netherlands","HUMAN_OBSERVATION",52.45,4.55000000000001,16.96,1427,961,1857,1416
51.95,5.6,2024,9,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,NA,NA,NA,NA
52.05,6.15,2024,9,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,NA,NA,NA,NA
53.2,6.15,2024,9,"Netherlands","HUMAN_OBSERVATION",53.45,6.15000000000001,27.83,1281,827,1711,1262
52.05,6.15,2024,9,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,NA,NA,NA,NA
52.15,4.5,2024,9,"Netherlands","HUMAN_OBSERVATION",52.25,4.35000000000001,15.12,1452,981,1881,1441
51.6,4.85,2024,9,"Netherlands","HUMAN_OBSERVATION",51.45,4.25000000000001,44.79,1554,1022,1984,1509
52.5,6.1,2024,9,"Netherlands","HUMAN_OBSERVATION",53.15,5.35000000000001,88.21,1332,887,1761,1324
52.1,4.45,2024,9,"Netherlands","HUMAN_OBSERVATION",52.25,4.35000000000001,18.04,1452,981,1881,1441
51.9,5.95,2024,9,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,NA,NA,NA,NA
52.3114,7.988823,2024,9,"Germany","HUMAN_OBSERVATION",NA,NA,NA,NA,NA,NA,NA
52.311382,7.988904,2024,9,"Germany","HUMAN_OBSERVATION",NA,NA,NA,NA,NA,NA,NA
51.9,5.95,2024,9,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,NA,NA,NA,NA
51.95,5.8,2024,9,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,NA,NA,NA,NA
51.95,5.8,2024,9,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,NA,NA,NA,NA
51.85,5.85,2024,9,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,NA,NA,NA,NA
51.85,5.85,2024,9,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,NA,NA,NA,NA
51.85,5.85,2024,9,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,NA,NA,NA,NA
51.85,5.85,2024,9,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,NA,NA,NA,NA
51.95,5.65,2024,9,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,NA,NA,NA,NA
51.85,5.8,2024,9,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,NA,NA,NA,NA
51.85,5.85,2024,9,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,NA,NA,NA,NA
52.35,4.85,2024,9,"Netherlands","HUMAN_OBSERVATION",52.45,4.55000000000001,23.22,1427,961,1857,1416
51.95,5.8,2024,9,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,NA,NA,NA,NA
51.95,5.8,2024,9,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,NA,NA,NA,NA
52.15,4.5,2024,9,"Netherlands","HUMAN_OBSERVATION",52.25,4.35000000000001,15.12,1452,981,1881,1441
52.15,4.5,2024,9,"Netherlands","HUMAN_OBSERVATION",52.25,4.35000000000001,15.12,1452,981,1881,1441
50.85,5.65,2024,9,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,NA,NA,NA,NA
52.05,6.15,2024,9,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,NA,NA,NA,NA
51.95,5.65,2024,9,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,NA,NA,NA,NA
55.093308,10.235725,2024,9,"Denmark","HUMAN_OBSERVATION",NA,NA,NA,583,546,1035,941
55.577478,10.159015,2024,9,"Denmark","HUMAN_OBSERVATION",55.65,10.15,8.09,605,559,1058,907
60.524954,21.558604,2024,9,"Finland","HUMAN_OBSERVATION",60.45,21.55,8.36,691,690,122,116
52.56,6.1,2024,9,"Netherlands","HUMAN_OBSERVATION",53.25,5.45000000000001,88.34,1319,878,1749,1312
52.13,6.21,2024,9,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,NA,NA,NA,NA
51.93,5.83,2024,9,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,NA,NA,NA,NA
51.93,5.83,2024,9,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,NA,NA,NA,NA
52.13,6.21,2024,9,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,NA,NA,NA,NA
52.13,6.21,2024,9,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,NA,NA,NA,NA
51.93,5.76,2024,9,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,NA,NA,NA,NA
52.13,6.21,2024,9,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,NA,NA,NA,NA
52.13,6.21,2024,9,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,NA,NA,NA,NA
52.13,6.21,2024,9,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,NA,NA,NA,NA
51.95,5.67,2024,9,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,NA,NA,NA,NA
51.1716,4.32295,2024,9,"Belgium","HUMAN_OBSERVATION",51.35,4.25000000000001,20.5,1563,1026,1992,1517
51.1716,4.32295,2024,9,"Belgium","HUMAN_OBSERVATION",51.35,4.25000000000001,20.5,1563,1026,1992,1517
51.1716,4.32295,2024,9,"Belgium","HUMAN_OBSERVATION",51.35,4.25000000000001,20.5,1563,1026,1992,1517
51.1716,4.32295,2024,9,"Belgium","HUMAN_OBSERVATION",51.35,4.25000000000001,20.5,1563,1026,1992,1517
51.1716,4.32295,2024,9,"Belgium","HUMAN_OBSERVATION",51.35,4.25000000000001,20.5,1563,1026,1992,1517
51.1716,4.32295,2024,9,"Belgium","HUMAN_OBSERVATION",51.35,4.25000000000001,20.5,1563,1026,1992,1517
50.27995,4.89525,2024,9,"Belgium","HUMAN_OBSERVATION",NA,NA,NA,NA,NA,NA,NA
51.18133,4.874,2024,9,"Belgium","HUMAN_OBSERVATION",51.35,4.25000000000001,47.35,1563,1026,1992,1517
51.12191,2.75555,2024,9,"Belgium","HUMAN_OBSERVATION",51.15,2.65000000000001,8.01,1611,1137,2041,1611
51.07091,4.39192,2024,9,"Belgium","HUMAN_OBSERVATION",51.35,4.25000000000001,32.61,1563,1026,1992,1517
51.00458,3.99858,2024,9,"Belgium","HUMAN_OBSERVATION",51.35,3.85000000000001,39.83,1558,1052,1987,1536
51.052,3.7206,2024,9,"Belgium","HUMAN_OBSERVATION",51.35,3.85000000000001,34.38,1558,1052,1987,1536
50.84738,4.22618,2024,9,"Belgium","HUMAN_OBSERVATION",51.35,4.25000000000001,55.98,1563,1026,1992,1517
51.10058,4.33054,2024,9,"Belgium","HUMAN_OBSERVATION",51.35,4.25000000000001,28.33,1563,1026,1992,1517
51.2121,5.17333,2024,9,"Belgium","HUMAN_OBSERVATION",NA,NA,NA,NA,NA,NA,NA
51.16553,2.7535,2024,9,"Belgium","HUMAN_OBSERVATION",51.25,2.75000000000001,9.41,1598,1126,2028,1598
50.99318,3.8362,2024,9,"Belgium","HUMAN_OBSERVATION",51.35,3.85000000000001,39.73,1558,1052,1987,1536
51.16564,2.75345,2024,9,"Belgium","HUMAN_OBSERVATION",51.25,2.75000000000001,9.39,1598,1126,2028,1598
51.16586,2.75315,2024,9,"Belgium","HUMAN_OBSERVATION",51.25,2.75000000000001,9.37,1598,1126,2028,1598
51.16381,2.74927,2024,9,"Belgium","HUMAN_OBSERVATION",51.25,2.75000000000001,9.59,1598,1126,2028,1598
50.85069,3.61889,2024,9,"Belgium","HUMAN_OBSERVATION",51.35,3.85000000000001,57.88,1558,1052,1987,1536
50.85068,3.61889,2024,9,"Belgium","HUMAN_OBSERVATION",51.35,3.85000000000001,57.88,1558,1052,1987,1536
51.14097,3.81044,2024,9,"Belgium","HUMAN_OBSERVATION",51.35,3.85000000000001,23.43,1558,1052,1987,1536
50.82841,3.30446,2024,9,"Belgium","HUMAN_OBSERVATION",51.25,2.85000000000001,56.7,1595,1120,2025,1593
51.28241,3.03726,2024,9,"Belgium","HUMAN_OBSERVATION",51.35,3.05000000000001,7.58,1579,1102,2009,1575
51.22917,3.24915,2024,9,"Belgium","HUMAN_OBSERVATION",51.35,3.15000000000001,15.12,1576,1096,2006,1570
51.06596,3.699,2024,9,"Belgium","HUMAN_OBSERVATION",51.35,3.85000000000001,33.33,1558,1052,1987,1536
51.00459,3.99856,2024,9,"Belgium","HUMAN_OBSERVATION",51.35,3.85000000000001,39.82,1558,1052,1987,1536
51.67691,7.88157,2024,9,"Germany","HUMAN_OBSERVATION",NA,NA,NA,NA,NA,NA,NA
51.481491,6.782169,2024,9,"Germany","HUMAN_OBSERVATION",NA,NA,NA,NA,NA,NA,NA
51.740585,7.223282,2024,9,"Germany","HUMAN_OBSERVATION",NA,NA,NA,NA,NA,NA,NA
51.701279,7.780614,2024,9,"Germany","HUMAN_OBSERVATION",NA,NA,NA,NA,NA,NA,NA
51.67691,7.88157,2024,9,"Germany","HUMAN_OBSERVATION",NA,NA,NA,NA,NA,NA,NA
57.8376,11.70037,2024,9,"Sweden","HUMAN_OBSERVATION",57.85,11.65,3.29,696,576,1126,704
60.65196,17.55534,2024,9,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,737,694,350,328
60.65009,17.55405,2024,9,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,737,694,350,328
60.72786,17.54447,2024,9,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,741,702,355,331
58.88913,17.53748,2024,9,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,499,499,368,342
58.83556,17.61453,2024,9,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,498,492,362,340
58.8299,17.62933,2024,9,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,498,492,362,339
58.80544,17.67646,2024,9,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,498,489,362,337
58.78427,17.50561,2024,9,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,488,488,372,348
58.78418,17.50815,2024,9,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,488,488,372,347
58.78328,17.50816,2024,9,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,488,488,372,347
58.77595,17.51214,2024,9,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,488,487,372,348
58.77536,17.50578,2024,9,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,488,487,372,348
58.74685,17.57197,2024,9,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,488,483,372,346
58.74975,17.5632,2024,9,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,488,483,372,346
58.75328,17.56691,2024,9,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,488,484,372,346
58.75468,17.5701,2024,9,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,488,484,372,345
58.72744,17.44545,2024,9,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,488,482,378,353
58.73363,17.44636,2024,9,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,488,483,378,353
58.73505,17.44844,2024,9,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,488,483,378,353
58.70968,17.48725,2024,9,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,488,480,378,352
58.70766,17.48736,2024,9,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,488,479,378,352
58.70609,17.4719,2024,9,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,488,479,378,353
58.70198,17.46719,2024,9,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,488,479,378,353
58.7031,17.48052,2024,9,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,488,479,378,352
58.74353,17.39026,2024,9,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,489,484,384,355
58.7443,17.38671,2024,9,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,489,484,384,356
58.7414,17.38624,2024,9,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,489,484,384,356
58.75122,17.38595,2024,9,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,489,485,384,355
58.73504,17.31954,2024,9,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,489,484,384,360
58.7337,17.3164,2024,9,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,489,484,384,360
58.73259,17.31366,2024,9,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,489,484,384,360
58.73028,17.31096,2024,9,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,489,484,384,360
58.72858,17.30881,2024,9,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,489,483,384,360
58.65891,17.19577,2024,9,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,480,477,400,369
58.66022,17.19589,2024,9,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,480,477,400,369
58.65922,17.19141,2024,9,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,480,477,400,370
58.64405,17.17135,2024,9,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,480,476,400,371
58.64473,17.16853,2024,9,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,480,476,400,372
58.70188,17.08029,2024,9,"Sweden","HUMAN_OBSERVATION",NA,NA,NA,492,483,410,374
54.358255,18.960001,2024,10,"Poland","HUMAN_OBSERVATION",54.35,19.05,5.91,30,28,666,662
54.737867,18.406528,2024,10,"Poland","HUMAN_OBSERVATION",NA,NA,NA,36,36,639,639
51.804889,-8.300418,2024,10,"Ireland","HUMAN_OBSERVATION",51.85,-8.24999999999999,6.1,2480,1811,2909,2138
44.14028,27.029676,2024,10,"Bulgaria","HUMAN_OBSERVATION",NA,NA,NA,NA,NA,NA,NA
51.50957,45.997526,2024,10,"Russian Federation","HUMAN_OBSERVATION",NA,NA,NA,NA,NA,NA,NA
51.403249,6.895349,2024,10,"Germany","HUMAN_OBSERVATION",NA,NA,NA,NA,NA,NA,NA
55.551937,21.128694,2024,10,"Lithuania","HUMAN_OBSERVATION",NA,NA,NA,206,200,507,494
54.205922,13.770609,2024,10,"Germany","HUMAN_OBSERVATION",NA,NA,NA,367,319,855,850
60.181922,24.85937,2024,10,"Finland","HUMAN_OBSERVATION",60.05,24.85,14.69,737,727,99,92
52.35,4.9,2024,10,"Netherlands","HUMAN_OBSERVATION",52.45,4.55000000000001,26.25,1427,961,1857,1416
52.35,4.9,2024,10,"Netherlands","HUMAN_OBSERVATION",52.45,4.55000000000001,26.25,1427,961,1857,1416
51.15,5.9,2024,10,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,NA,NA,NA,NA
51.55,4.3,2024,10,"Netherlands","HUMAN_OBSERVATION",51.45,4.25000000000001,11.66,1554,1022,1984,1509
51.8,5.85,2024,10,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,NA,NA,NA,NA
53.3,6.25,2024,10,"Netherlands","HUMAN_OBSERVATION",53.45,6.25000000000001,16.7,1279,821,1708,1257
51.9,5.65,2024,10,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,NA,NA,NA,NA
51.75,5.65,2024,10,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,NA,NA,NA,NA
51.45,5.6,2024,10,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,NA,NA,NA,NA
51.8,5.85,2024,10,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,NA,NA,NA,NA
51.95,5.65,2024,10,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,NA,NA,NA,NA
52.55,5.85,2024,10,"Netherlands","HUMAN_OBSERVATION",53.05,5.25000000000001,68.77,1345,896,1774,1336
51.8,4,2024,10,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,1511,1022,1941,1493
52.7,4.8,2024,10,"Netherlands","HUMAN_OBSERVATION",52.75,4.65000000000001,11.54,1393,944,1823,1389
52.75,5.1,2024,10,"Netherlands","HUMAN_OBSERVATION",52.95,5.05000000000001,22.52,1360,912,1790,1354
52.75,5.1,2024,10,"Netherlands","HUMAN_OBSERVATION",52.95,5.05000000000001,22.52,1360,912,1790,1354
52.9,5,2024,10,"Netherlands","HUMAN_OBSERVATION",52.95,4.95000000000001,6.5,1363,919,1792,1359
52.9,5,2024,10,"Netherlands","HUMAN_OBSERVATION",52.95,4.95000000000001,6.5,1363,919,1792,1359
52.9,5,2024,10,"Netherlands","HUMAN_OBSERVATION",52.95,4.95000000000001,6.5,1363,919,1792,1359
52.6,4.85,2024,10,"Netherlands","HUMAN_OBSERVATION",52.75,4.65000000000001,21.47,1393,944,1823,1389
52.7,4.8,2024,10,"Netherlands","HUMAN_OBSERVATION",52.75,4.65000000000001,11.54,1393,944,1823,1389
52.65,4.75,2024,10,"Netherlands","HUMAN_OBSERVATION",52.75,4.65000000000001,13.02,1393,944,1823,1389
52.65,4.75,2024,10,"Netherlands","HUMAN_OBSERVATION",52.75,4.65000000000001,13.02,1393,944,1823,1389
52.15,4.5,2024,10,"Netherlands","HUMAN_OBSERVATION",52.25,4.35000000000001,15.12,1452,981,1881,1441
52.65,4.75,2024,10,"Netherlands","HUMAN_OBSERVATION",52.75,4.65000000000001,13.02,1393,944,1823,1389
52.9,5,2024,10,"Netherlands","HUMAN_OBSERVATION",52.95,4.95000000000001,6.5,1363,919,1792,1359
51.75,4.75,2024,10,"Netherlands","HUMAN_OBSERVATION",51.45,4.25000000000001,48.07,1554,1022,1984,1509
51.85,5.85,2024,10,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,NA,NA,NA,NA
51.85,5.85,2024,10,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,NA,NA,NA,NA
51.85,5.85,2024,10,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,NA,NA,NA,NA
51.85,4.55,2024,10,"Netherlands","HUMAN_OBSERVATION",52.15,4.25000000000001,39.22,1464,992,1893,1454
52.75,5.1,2024,10,"Netherlands","HUMAN_OBSERVATION",52.95,5.05000000000001,22.52,1360,912,1790,1354
52.75,5.1,2024,10,"Netherlands","HUMAN_OBSERVATION",52.95,5.05000000000001,22.52,1360,912,1790,1354
52.75,5.1,2024,10,"Netherlands","HUMAN_OBSERVATION",52.95,5.05000000000001,22.52,1360,912,1790,1354
52.75,5.1,2024,10,"Netherlands","HUMAN_OBSERVATION",52.95,5.05000000000001,22.52,1360,912,1790,1354
52.75,5.1,2024,10,"Netherlands","HUMAN_OBSERVATION",52.95,5.05000000000001,22.52,1360,912,1790,1354
52.75,5.1,2024,10,"Netherlands","HUMAN_OBSERVATION",52.95,5.05000000000001,22.52,1360,912,1790,1354
52.75,5.1,2024,10,"Netherlands","HUMAN_OBSERVATION",52.95,5.05000000000001,22.52,1360,912,1790,1354
52.75,5.1,2024,10,"Netherlands","HUMAN_OBSERVATION",52.95,5.05000000000001,22.52,1360,912,1790,1354
52.75,5.1,2024,10,"Netherlands","HUMAN_OBSERVATION",52.95,5.05000000000001,22.52,1360,912,1790,1354
51.9,4.75,2024,10,"Netherlands","HUMAN_OBSERVATION",52.25,4.35000000000001,47.61,1452,981,1881,1441
52.7,4.8,2024,10,"Netherlands","HUMAN_OBSERVATION",52.75,4.65000000000001,11.54,1393,944,1823,1389
52.75,5.1,2024,10,"Netherlands","HUMAN_OBSERVATION",52.95,5.05000000000001,22.52,1360,912,1790,1354
52.75,5.1,2024,10,"Netherlands","HUMAN_OBSERVATION",52.95,5.05000000000001,22.52,1360,912,1790,1354
52.75,5.1,2024,10,"Netherlands","HUMAN_OBSERVATION",52.95,5.05000000000001,22.52,1360,912,1790,1354
52.9,5.5,2024,10,"Netherlands","HUMAN_OBSERVATION",53.05,5.25000000000001,23.66,1345,896,1774,1336
52.95,5.6,2024,10,"Netherlands","HUMAN_OBSERVATION",53.15,5.35000000000001,27.85,1332,887,1761,1324
51.55,5.65,2024,10,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,NA,NA,NA,NA
52.5,5,2024,10,"Netherlands","HUMAN_OBSERVATION",52.75,4.65000000000001,36.52,1393,944,1823,1389
52.3,5.05,2024,10,"Netherlands","HUMAN_OBSERVATION",52.75,4.65000000000001,56.95,1393,944,1823,1389
51.85,6.4,2024,10,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,NA,NA,NA,NA
51.85,6.4,2024,10,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,NA,NA,NA,NA
53.2,6.55,2024,10,"Netherlands","HUMAN_OBSERVATION",53.45,6.55000000000001,27.83,1272,801,1701,1242
52.5,5.95,2024,10,"Netherlands","HUMAN_OBSERVATION",53.15,5.35000000000001,82.85,1332,887,1761,1324
50.95,5.7,2024,10,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,NA,NA,NA,NA
50.95,5.7,2024,10,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,NA,NA,NA,NA
51.55,5.5,2024,10,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,NA,NA,NA,NA
50.85,5.65,2024,10,"Netherlands","HUMAN_OBSERVATION",NA,NA,NA,NA,NA,NA,NA
52.4,4.85,2024,10,"Netherlands","HUMAN_OBSERVATION",52.45,4.55000000000001,21.11,1427,961,1857,1416
51.85,4.55,2024,10,"Netherlands","HUMAN_OBSERVATION",52.15,4.25000000000001,39.22,1464,992,1893,1454
55.14015,11.819775,2024,10,"Denmark","HUMAN_OBSERVATION",55.15,11.75,4.57,490,450,942,863
59.99021,24.417354,2024,10,"Finland","HUMAN_OBSERVATION",NA,NA,NA,714,708,72,67
51.18612,4.93677,2024,10,"Belgium","HUMAN_OBSERVATION",51.35,4.25000000000001,51.19,1563,1026,1992,1517
50.79671,3.16481,2024,10,"Belgium","HUMAN_OBSERVATION",51.25,2.85000000000001,55.06,1595,1120,2025,1593
51.18972,4.95528,2024,10,"Belgium","HUMAN_OBSERVATION",51.35,4.25000000000001,52.26,1563,1026,1992,1517
51.18985,4.9552,2024,10,"Belgium","HUMAN_OBSERVATION",51.35,4.25000000000001,52.25,1563,1026,1992,1517
51.18985,4.9552,2024,10,"Belgium","HUMAN_OBSERVATION",51.35,4.25000000000001,52.25,1563,1026,1992,1517
51.18972,4.95528,2024,10,"Belgium","HUMAN_OBSERVATION",51.35,4.25000000000001,52.26,1563,1026,1992,1517
50.99166,3.57132,2024,10,"Belgium","HUMAN_OBSERVATION",51.35,3.85000000000001,44.38,1558,1052,1987,1536
50.99168,3.57102,2024,10,"Belgium","HUMAN_OBSERVATION",51.35,3.85000000000001,44.39,1558,1052,1987,1536
51.13194,3.76888,2024,10,"Belgium","HUMAN_OBSERVATION",51.35,3.85000000000001,24.92,1558,1052,1987,1536
51.17419,4.63498,2024,10,"Belgium","HUMAN_OBSERVATION",51.35,4.25000000000001,33.2,1563,1026,1992,1517
51.12866,4.30525,2024,10,"Belgium","HUMAN_OBSERVATION",51.35,4.25000000000001,24.94,1563,1026,1992,1517
51.02163,3.64043,2024,10,"Belgium","HUMAN_OBSERVATION",51.35,3.85000000000001,39.37,1558,1052,1987,1536
51.11457,5.13695,2024,10,"Belgium","HUMAN_OBSERVATION",51.35,4.25000000000001,67.15,1563,1026,1992,1517
51.11467,5.13708,2024,10,"Belgium","HUMAN_OBSERVATION",51.35,4.25000000000001,67.15,1563,1026,1992,1517
50.98312,4.38711,2024,10,"Belgium","HUMAN_OBSERVATION",51.35,4.25000000000001,41.95,1563,1026,1992,1517
51.1897,4.95445,2024,10,"Belgium","HUMAN_OBSERVATION",51.35,4.25000000000001,52.21,1563,1026,1992,1517
51.22217,3.23268,2024,10,"Belgium","HUMAN_OBSERVATION",51.35,3.15000000000001,15.35,1576,1096,2006,1570
50.91966,3.43081,2024,10,"Belgium","HUMAN_OBSERVATION",51.35,3.15000000000001,51.77,1576,1096,2006,1570
50.92553,3.43447,2024,10,"Belgium","HUMAN_OBSERVATION",51.35,3.15000000000001,51.26,1576,1096,2006,1570
51.17329,4.85372,2024,10,"Belgium","HUMAN_OBSERVATION",51.35,4.25000000000001,46.43,1563,1026,1992,1517
51.17329,4.85372,2024,10,"Belgium","HUMAN_OBSERVATION",51.35,4.25000000000001,46.43,1563,1026,1992,1517
51.2082,3.8059,2024,10,"Belgium","HUMAN_OBSERVATION",51.35,3.85000000000001,16.08,1558,1052,1987,1536
51.17462,4.63553,2024,10,"Belgium","HUMAN_OBSERVATION",51.35,4.25000000000001,33.2,1563,1026,1992,1517
51.2082,3.8059,2024,10,"Belgium","HUMAN_OBSERVATION",51.35,3.85000000000001,16.08,1558,1052,1987,1536
51.26934,4.30066,2024,10,"Belgium","HUMAN_OBSERVATION",51.35,4.25000000000001,9.65,1563,1026,1992,1517
49.780293,8.450804,2024,10,"Germany","HUMAN_OBSERVATION",NA,NA,NA,NA,NA,NA,NA
59.05168,17.69552,2024,10,"Sweden","HUMAN_OBSERVATION",59.05,17.75,3.12,519,515,373,324
48.20037,16.43683,2024,11,"Austria","HUMAN_OBSERVATION",NA,NA,NA,NA,NA,NA,NA
54.576184,18.541787,2024,11,"Poland","HUMAN_OBSERVATION",54.65,18.55,8.23,23,23,647,644
49.497483,6.357591,2024,11,"Luxembourg","HUMAN_OBSERVATION",NA,NA,NA,NA,NA,NA,NA
47.819092,7.344587,2024,11,"France","HUMAN_OBSERVATION",NA,NA,NA,NA,NA,NA,NA
53.1,5.85,2024,11,"Netherlands","HUMAN_OBSERVATION",53.35,5.75000000000001,28.62,1301,856,1731,1289
52.25,6.1,2024,11,"Netherlands","HUMAN_OBSERVATION",53.05,5.25000000000001,105.95,1345,896,1774,1336
51.7,4.7,2024,11,"Netherlands","HUMAN_OBSERVATION",51.45,4.25000000000001,41.76,1554,1022,1984,1509
51.7,4.7,2024,11,"Netherlands","HUMAN_OBSERVATION",51.45,4.25000000000001,41.76,1554,1022,1984,1509
52.8,4.7,2024,11,"Netherlands","HUMAN_OBSERVATION",52.85,4.65000000000001,6.5,1382,941,1811,1381
